x	VE	analog 5.24
x	HN	gtaeronautics.com
W	Rr	1152	0.070	2015	09	27
W	Rr	1387	0.085	2015	09	20
W	Rr	1655	0.101	2015	09	13
W	Rr	1526	0.093	2015	09	06
W	Rr	1242	0.076	2015	08	30
W	Rr	1800	0.110	2015	08	23
W	Rr	1527	0.093	2015	08	16
W	Rr	1386	0.085	2015	08	09
W	Rr	1593	0.097	2015	08	02
W	Rr	1567	0.096	2015	07	26
W	Rr	1980	0.121	2015	07	19
W	Rr	2180	0.133	2015	07	12
W	Rr	2008	0.123	2015	07	05
W	Rr	2297	0.140	2015	06	28
W	Rr	1556	0.095	2015	06	21
W	Rr	1380	0.084	2015	06	14
W	Rr	2013	0.123	2015	06	07
W	Rr	1651	0.101	2015	05	31
W	Rr	1224	0.075	2015	05	24
W	Rr	1355	0.083	2015	05	17
W	Rr	1179	0.072	2015	05	10
W	Rr	1436	0.088	2015	05	03
W	Rr	1671	0.102	2015	04	26
W	Rr	1878	0.115	2015	04	19
W	Rr	2326	0.142	2015	04	12
W	Rr	2636	0.161	2015	04	05
W	Rr	2297	0.140	2015	03	29
W	Rr	1237	0.075	2015	03	22
W	Rr	1453	0.089	2015	03	15
W	Rr	1399	0.085	2015	03	08
W	Rr	1287	0.079	2015	03	01
W	Rr	1249	0.076	2015	02	22
W	Rr	1373	0.084	2015	02	15
W	Rr	1790	0.109	2015	02	08
W	Rr	1672	0.102	2015	02	01
W	Rr	1543	0.094	2015	01	25
W	Rr	1463	0.089	2015	01	18
W	Rr	1696	0.103	2015	01	11
W	Rr	1707	0.104	2015	01	04
W	Rr	1833	0.112	2014	12	28
W	Rr	1335	0.081	2014	12	21
W	Rr	1644	0.100	2014	12	14
W	Rr	1541	0.094	2014	12	07
W	Rr	1335	0.081	2014	11	30
W	Rr	1262	0.077	2014	11	23
W	Rr	2009	0.123	2014	11	16
W	Rr	1566	0.096	2014	11	09
W	Rr	1814	0.111	2014	11	02
W	Rr	1452	0.089	2014	10	26
W	Rr	1642	0.100	2014	10	19
W	Rr	1795	0.110	2014	10	12
W	Rr	1836	0.112	2014	10	05
W	Rr	1662	0.101	2014	09	28
W	Rr	1843	0.112	2014	09	21
W	Rr	1678	0.102	2014	09	14
W	Rr	1598	0.097	2014	09	07
W	Rr	1418	0.087	2014	08	31
W	Rr	1584	0.097	2014	08	24
W	Rr	1571	0.096	2014	08	17
W	Rr	1727	0.105	2014	08	10
W	Rr	1927	0.118	2014	08	03
W	Rr	1691	0.103	2014	07	27
W	Rr	1702	0.104	2014	07	20
W	Rr	1624	0.099	2014	07	13
W	Rr	1831	0.112	2014	07	06
W	Rr	1867	0.114	2014	06	29
W	Rr	1927	0.118	2014	06	22
W	Rr	2134	0.130	2014	06	15
W	Rr	4851	0.296	2014	06	08
W	Rr	2293	0.140	2014	06	01
W	Rr	3180	0.194	2014	05	25
W	Rr	1468	0.090	2014	05	18
W	Rr	1808	0.110	2014	05	11
W	Rr	1998	0.122	2014	05	04
W	Rr	1876	0.114	2014	04	27
W	Rr	2330	0.142	2014	04	20
W	Rr	2565	0.156	2014	04	13
W	Rr	2652	0.162	2014	04	06
W	Rr	2574	0.157	2014	03	30
W	Rr	1186	0.072	2014	03	23
W	Rr	1305	0.080	2014	03	16
W	Rr	2273	0.139	2014	03	09
W	Rr	2231	0.136	2014	03	02
W	Rr	1925	0.117	2014	02	23
W	Rr	7060	0.431	2014	02	16
W	Rr	2854	0.174	2014	02	09
W	Rr	3190	0.195	2014	02	02
W	Rr	3743	0.228	2014	01	26
W	Rr	3643	0.222	2014	01	19
W	Rr	2961	0.181	2014	01	12
W	Rr	2319	0.141	2014	01	05
W	Rr	981	0.060	2013	12	29
W	Rr	1108	0.068	2013	12	22
W	Rr	1226	0.075	2013	12	15
W	Rr	1285	0.078	2013	12	08
W	Rr	1289	0.079	2013	12	01
W	Rr	1404	0.086	2013	11	24
W	Rr	1142	0.070	2013	11	17
W	Rr	1334	0.081	2013	11	10
W	Rr	1277	0.078	2013	11	03
W	Rr	1035	0.063	2013	10	27
W	Rr	1309	0.080	2013	10	20
W	Rr	1302	0.079	2013	10	13
W	Rr	1432	0.087	2013	10	06
W	Rr	1178	0.072	2013	09	29
W	Rr	947	0.058	2013	09	22
W	Rr	1254	0.077	2013	09	15
W	Rr	1099	0.067	2013	09	08
W	Rr	1053	0.064	2013	09	01
W	Rr	1010	0.062	2013	08	25
W	Rr	1102	0.067	2013	08	18
W	Rr	1063	0.065	2013	08	11
W	Rr	1105	0.067	2013	08	04
W	Rr	1377	0.084	2013	07	28
W	Rr	1498	0.091	2013	07	21
W	Rr	1295	0.079	2013	07	14
W	Rr	1237	0.075	2013	07	07
W	Rr	1003	0.061	2013	06	30
W	Rr	1275	0.078	2013	06	23
W	Rr	1072	0.065	2013	06	16
W	Rr	1249	0.076	2013	06	09
W	Rr	1521	0.093	2013	06	02
W	Rr	1256	0.077	2013	05	26
W	Rr	1091	0.067	2013	05	19
W	Rr	1359	0.083	2013	05	12
W	Rr	1130	0.069	2013	05	05
W	Rr	1215	0.074	2013	04	28
W	Rr	1368	0.083	2013	04	21
W	Rr	1318	0.080	2013	04	14
W	Rr	1408	0.086	2013	04	07
W	Rr	1277	0.078	2013	03	31
W	Rr	1452	0.089	2013	03	24
W	Rr	1418	0.087	2013	03	17
W	Rr	1217	0.074	2013	03	10
W	Rr	1490	0.091	2013	03	03
W	Rr	1353	0.083	2013	02	24
W	Rr	1268	0.077	2013	02	17
W	Rr	1274	0.078	2013	02	10
W	Rr	1153	0.070	2013	02	03
W	Rr	1266	0.077	2013	01	27
W	Rr	1271	0.078	2013	01	20
W	Rr	1449	0.088	2013	01	13
W	Rr	1253	0.076	2013	01	06
W	Rr	1309	0.080	2012	12	30
W	Rr	1156	0.071	2012	12	23
W	Rr	1336	0.082	2012	12	16
W	Rr	1575	0.096	2012	12	09
W	Rr	1087	0.066	2012	12	02
W	Rr	1376	0.084	2012	11	25
W	Rr	1136	0.069	2012	11	18
W	Rr	1341	0.082	2012	11	11
W	Rr	1418	0.087	2012	11	04
W	Rr	1103	0.067	2012	10	28
W	Rr	1200	0.073	2012	10	21
W	Rr	1382	0.084	2012	10	14
W	Rr	1127	0.069	2012	10	07
W	Rr	1187	0.072	2012	09	30
W	Rr	1172	0.072	2012	09	23
W	Rr	1034	0.063	2012	09	16
W	Rr	944	0.058	2012	09	09
W	Rr	958	0.058	2012	09	02
W	Rr	734	0.045	2012	08	26
W	Rr	881	0.054	2012	08	19
W	Rr	874	0.053	2012	08	12
W	Rr	973	0.059	2012	08	05
W	Rr	1010	0.062	2012	07	29
W	Rr	943	0.058	2012	07	22
W	Rr	1089	0.066	2012	07	15
W	Rr	888	0.054	2012	07	08
W	Rr	845	0.052	2012	07	01
W	Rr	1070	0.065	2012	06	24
W	Rr	1050	0.064	2012	06	17
W	Rr	1271	0.078	2012	06	10
W	Rr	957	0.058	2012	06	03
W	Rr	1249	0.076	2012	05	27
W	Rr	1055	0.064	2012	05	20
W	Rr	1392	0.085	2012	05	13
W	Rr	1140	0.070	2012	05	06
W	Rr	1807	0.110	2012	04	29
W	Rr	1225	0.075	2012	04	22
W	Rr	1264	0.077	2012	04	15
W	Rr	1075	0.066	2012	04	08
W	Rr	1261	0.077	2012	04	01
W	Rr	1345	0.082	2012	03	25
W	Rr	1254	0.077	2012	03	18
W	Rr	1478	0.090	2012	03	11
W	Rr	1503	0.092	2012	03	04
W	Rr	1532	0.093	2012	02	26
W	Rr	1464	0.089	2012	02	19
W	Rr	1154	0.070	2012	02	12
W	Rr	1240	0.076	2012	02	05
W	Rr	1088	0.066	2012	01	29
W	Rr	1125	0.069	2012	01	22
W	Rr	60	0.004	2012	01	15
W	Rr	1472	0.090	2012	01	08
W	Rr	1122	0.068	2012	01	01
W	Rr	888	0.054	2011	12	25
W	Rr	1360	0.083	2011	12	18
W	Rr	1486	0.091	2011	12	11
W	Rr	1330	0.081	2011	12	04
W	Rr	1094	0.067	2011	11	27
W	Rr	1062	0.065	2011	11	20
W	Rr	1123	0.069	2011	11	13
W	Rr	975	0.059	2011	11	06
W	Rr	1264	0.077	2011	10	30
W	Rr	1140	0.070	2011	10	23
W	Rr	1211	0.074	2011	10	16
W	Rr	1236	0.075	2011	10	09
W	Rr	1128	0.069	2011	10	02
W	Rr	1083	0.066	2011	09	25
W	Rr	1451	0.089	2011	09	18
W	Rr	1278	0.078	2011	09	11
W	Rr	1219	0.074	2011	09	04
W	Rr	1316	0.080	2011	08	28
W	Rr	1119	0.068	2011	08	21
W	Rr	1484	0.091	2011	08	14
W	Rr	1671	0.102	2011	08	07
W	Rr	1319	0.080	2011	07	31
W	Rr	1197	0.073	2011	07	24
W	Rr	1504	0.092	2011	07	17
W	Rr	1367	0.083	2011	07	10
W	Rr	1205	0.074	2011	07	03
W	Rr	1333	0.081	2011	06	26
W	Rr	1059	0.065	2011	06	19
W	Rr	1353	0.083	2011	06	12
W	Rr	1275	0.078	2011	06	05
W	Rr	983	0.060	2011	05	29
W	Rr	1262	0.077	2011	05	22
W	Rr	1374	0.084	2011	05	15
W	Rr	1076	0.066	2011	05	08
W	Rr	0	0.000	2011	05	01
W	Rr	0	0.000	2011	04	24
W	Rr	0	0.000	2011	04	17
W	Rr	0	0.000	2011	04	10
W	Rr	0	0.000	2011	04	03
W	Rr	0	0.000	2011	03	27
W	Rr	24	0.001	2011	03	20
W	Rr	1317	0.080	2011	03	13
W	Rr	1258	0.077	2011	03	06
W	Rr	1372	0.084	2011	02	27
W	Rr	1226	0.075	2011	02	20
W	Rr	1524	0.093	2011	02	13
W	Rr	1366	0.083	2011	02	06
W	Rr	958	0.058	2011	01	30
W	Rr	1273	0.078	2011	01	23
W	Rr	1560	0.095	2011	01	16
W	Rr	1472	0.090	2011	01	09
W	Rr	1310	0.080	2011	01	02
W	Rr	798	0.049	2010	12	26
W	Rr	935	0.057	2010	12	19
W	Rr	0	0.000	2010	12	12
W	Rr	0	0.000	2010	12	05
W	Rr	0	0.000	2010	11	28
W	Rr	0	0.000	2010	11	21
W	Rr	0	0.000	2010	11	14
W	Rr	0	0.000	2010	11	07
W	Rr	0	0.000	2010	10	31
W	Rr	0	0.000	2010	10	24
W	Rr	0	0.000	2010	10	17
W	Rr	0	0.000	2010	10	10
W	Rr	0	0.000	2010	10	03
W	Rr	0	0.000	2010	09	26
W	Rr	0	0.000	2010	09	19
W	Rr	0	0.000	2010	09	12
W	Rr	0	0.000	2010	09	05
W	Rr	0	0.000	2010	08	29
W	Rr	0	0.000	2010	08	22
W	Rr	0	0.000	2010	08	15
W	Rr	0	0.000	2010	08	08
W	Rr	0	0.000	2010	08	01
W	Rr	0	0.000	2010	07	25
W	Rr	0	0.000	2010	07	18
W	Rr	0	0.000	2010	07	11
W	Rr	0	0.000	2010	07	04
W	Rr	15	0.001	2010	06	27
W	Rr	914	0.056	2010	06	20
W	Rr	1104	0.067	2010	06	13
W	Rr	1096	0.067	2010	06	06
W	Rr	1171	0.071	2010	05	30
W	Rr	1115	0.068	2010	05	23
W	Rr	1170	0.071	2010	05	16
W	Rr	1334	0.081	2010	05	09
W	Rr	1109	0.068	2010	05	02
W	Rr	1067	0.065	2010	04	25
W	Rr	1212	0.074	2010	04	18
W	Rr	1054	0.064	2010	04	11
W	Rr	1325	0.081	2010	04	04
W	Rr	811	0.049	2010	03	28
W	Rr	1195	0.073	2010	03	21
W	Rr	1338	0.082	2010	03	14
W	Rr	1113	0.068	2010	03	07
W	Rr	1103	0.067	2010	02	28
W	Rr	1290	0.079	2010	02	21
W	Rr	0	0.000	2010	02	14
W	Rr	0	0.000	2010	02	07
W	Rr	0	0.000	2010	01	31
W	Rr	0	0.000	2010	01	24
W	Rr	0	0.000	2010	01	17
W	Rr	0	0.000	2010	01	10
W	Rr	0	0.000	2010	01	03
W	Rr	78	0.005	2009	12	27
W	Rr	945	0.058	2009	12	20
W	Rr	1140	0.070	2009	12	13
W	Rr	1323	0.081	2009	12	06
W	Rr	1518	0.093	2009	11	29
W	Rr	1352	0.082	2009	11	22
W	Rr	1346	0.082	2009	11	15
W	Rr	1416	0.086	2009	11	08
W	Rr	1734	0.106	2009	11	01
W	Rr	1035	0.063	2009	10	25
W	Rr	1297	0.079	2009	10	18
W	Rr	1267	0.077	2009	10	11
W	Rr	1440	0.088	2009	10	04
W	Rr	1521	0.093	2009	09	27
W	Rr	1121	0.068	2009	09	20
W	Rr	875	0.053	2009	09	13
W	Rr	1032	0.063	2009	09	06
W	Rr	1283	0.078	2009	08	30
W	Rr	1214	0.074	2009	08	23
W	Rr	1402	0.086	2009	08	16
W	Rr	1260	0.077	2009	08	09
W	Rr	1404	0.086	2009	08	02
W	Rr	1380	0.084	2009	07	26
W	Rr	1470	0.090	2009	07	19
W	Rr	1750	0.107	2009	07	12
W	Rr	1847	0.113	2009	07	05
W	Rr	1889	0.115	2009	06	28
W	Rr	1312	0.080	2009	06	21
W	Rr	1093	0.067	2009	06	14
W	Rr	1363	0.083	2009	06	07
W	Rr	1251	0.076	2009	05	31
W	Rr	1352	0.082	2009	05	24
W	Rr	1133	0.069	2009	05	17
W	Rr	1887	0.115	2009	05	10
W	Rr	1369	0.084	2009	05	03
W	Rr	1089	0.066	2009	04	26
W	Rr	1160	0.071	2009	04	19
W	Rr	1189	0.073	2009	04	12
W	Rr	1529	0.093	2009	04	05
W	Rr	1155	0.070	2009	03	29
W	Rr	1230	0.075	2009	03	22
W	Rr	1029	0.063	2009	03	15
W	Rr	1234	0.075	2009	03	08
W	Rr	1486	0.091	2009	03	01
W	Rr	1470	0.090	2009	02	22
W	Rr	1198	0.073	2009	02	15
W	Rr	1802	0.110	2009	02	08
W	Rr	1653	0.101	2009	02	01
W	Rr	1346	0.082	2009	01	25
W	Rr	1431	0.087	2009	01	18
W	Rr	1678	0.102	2009	01	11
W	Rr	1591	0.097	2009	01	04
W	Rr	886	0.054	2008	12	28
W	Rr	1148	0.070	2008	12	21
W	Rr	1428	0.087	2008	12	14
W	Rr	1508	0.092	2008	12	07
W	Rr	1194	0.073	2008	11	30
W	Rr	1070	0.065	2008	11	23
W	Rr	1396	0.085	2008	11	16
W	Rr	1255	0.077	2008	11	09
W	Rr	1314	0.080	2008	11	02
W	Rr	1397	0.085	2008	10	26
W	Rr	1638	0.100	2008	10	19
W	Rr	1298	0.079	2008	10	12
W	Rr	430	0.026	2008	10	05
W	Rr	723	0.044	2008	09	28
W	Rr	1308	0.080	2008	09	21
W	Rr	1242	0.076	2008	09	14
W	Rr	1409	0.086	2008	09	07
W	Rr	1142	0.070	2008	08	31
W	Rr	1022	0.062	2008	08	24
W	Rr	1062	0.065	2008	08	17
W	Rr	1188	0.072	2008	08	10
W	Rr	1232	0.075	2008	08	03
W	Rr	1050	0.064	2008	07	27
W	Rr	1272	0.078	2008	07	20
W	Rr	1305	0.080	2008	07	13
W	Rr	1093	0.067	2008	07	06
W	Rr	1182	0.072	2008	06	29
W	Rr	1937	0.118	2008	06	22
W	Rr	1493	0.091	2008	06	15
W	Rr	1083	0.066	2008	06	08
W	Rr	1283	0.078	2008	06	01
W	Rr	1432	0.087	2008	05	25
W	Rr	1726	0.105	2008	05	18
W	Rr	1580	0.096	2008	05	11
W	Rr	2661	0.162	2008	05	04
W	Rr	3648	0.223	2008	04	27
W	Rr	1400	0.085	2008	04	20
W	Rr	1365	0.083	2008	04	13
W	Rr	1213	0.074	2008	04	06
W	Rr	1670	0.102	2008	03	30
W	Rr	1211	0.074	2008	03	23
W	Rr	1144	0.070	2008	03	16
W	Rr	1301	0.079	2008	03	09
W	Rr	1292	0.079	2008	03	02
W	Rr	1427	0.087	2008	02	24
W	Rr	2207	0.135	2008	02	17
W	Rr	1124	0.069	2008	02	10
W	Rr	1561	0.095	2008	02	03
W	Rr	1533	0.094	2008	01	27
W	Rr	1389	0.085	2008	01	20
W	Rr	1133	0.069	2008	01	13
W	Rr	1404	0.086	2008	01	06
W	Rr	976	0.060	2007	12	30
W	Rr	801	0.049	2007	12	23
W	Rr	675	0.041	2007	12	16
W	*BT	R	17181	2023	05	07
D	Rr	49	0.003	2024	01	20
D	Rr	299	0.018	2024	01	19
D	Rr	649	0.040	2024	01	18
D	Rr	1199	0.073	2024	01	17
D	Rr	1211	0.074	2024	01	16
D	Rr	1615	0.099	2024	01	15
D	Rr	3000	0.183	2024	01	14
D	Rr	1842	0.112	2024	01	13
D	Rr	2844	0.174	2024	01	12
D	Rr	1596	0.097	2024	01	11
D	Rr	2184	0.133	2024	01	10
D	Rr	2460	0.150	2024	01	09
D	Rr	2712	0.165	2024	01	08
D	Rr	1686	0.103	2024	01	07
D	Rr	1374	0.084	2024	01	06
D	Rr	1218	0.074	2024	01	05
D	Rr	2268	0.138	2024	01	04
D	Rr	2400	0.146	2024	01	03
D	Rr	2646	0.161	2024	01	02
D	Rr	1524	0.093	2024	01	01
D	Rr	1122	0.068	2023	12	31
D	Rr	2364	0.144	2023	12	30
D	Rr	1284	0.078	2023	12	29
D	Rr	1590	0.097	2023	12	28
D	Rr	1296	0.079	2023	12	27
D	Rr	1926	0.118	2023	12	26
D	Rr	552	0.034	2023	12	25
D	Rr	2394	0.146	2023	12	24
D	Rr	2136	0.130	2023	12	23
D	Rr	1476	0.090	2023	12	22
D	Rr	1188	0.072	2023	12	21
D	Rr	1608	0.098	2023	12	20
D	Rr	1902	0.116	2023	12	19
D	Rr	1944	0.119	2023	12	18
D	Rr	930	0.057	2023	12	17
D	Rr	1872	0.114	2023	12	16
D	Rr	1446	0.088	2023	12	15
D	Rr	2412	0.147	2023	12	14
D	Rr	2496	0.152	2023	12	13
D	Rr	1818	0.111	2023	12	12
D	Rr	2166	0.132	2023	12	11
D	Rr	1746	0.107	2023	12	10
D	*BT	R	5220	2023	05	08
d	Rr	195049	11.901	Sun
d	Rr	261589	15.960	Mon
d	Rr	263519	16.078	Tue
d	Rr	269968	16.472	Wed
d	Rr	261134	15.933	Thu
d	Rr	248540	15.164	Fri
d	Rr	139183	8.492	Sat
H	Rr	3	0.000	2024	01	20	05
H	Rr	9	0.001	2024	01	20	04
H	Rr	3	0.000	2024	01	20	03
H	Rr	4	0.000	2024	01	20	02
H	Rr	27	0.002	2024	01	20	01
H	Rr	3	0.000	2024	01	20	00
H	Rr	2	0.000	2024	01	19	23
H	Rr	35	0.002	2024	01	19	22
H	Rr	6	0.000	2024	01	19	21
H	Rr	4	0.000	2024	01	19	20
H	Rr	38	0.002	2024	01	19	19
H	Rr	3	0.000	2024	01	19	18
H	Rr	7	0.000	2024	01	19	17
H	Rr	2	0.000	2024	01	19	16
H	Rr	4	0.000	2024	01	19	15
H	Rr	11	0.001	2024	01	19	14
H	Rr	2	0.000	2024	01	19	13
H	Rr	5	0.000	2024	01	19	12
H	Rr	5	0.000	2024	01	19	11
H	Rr	1	0.000	2024	01	19	10
H	Rr	5	0.000	2024	01	19	09
H	Rr	5	0.000	2024	01	19	08
H	Rr	7	0.000	2024	01	19	07
H	Rr	41	0.003	2024	01	19	06
H	Rr	4	0.000	2024	01	19	05
H	Rr	4	0.000	2024	01	19	04
H	Rr	10	0.001	2024	01	19	03
H	Rr	4	0.000	2024	01	19	02
H	Rr	2	0.000	2024	01	19	01
H	Rr	92	0.006	2024	01	19	00
H	Rr	16	0.001	2024	01	18	23
H	Rr	8	0.000	2024	01	18	22
H	Rr	74	0.005	2024	01	18	21
H	Rr	70	0.004	2024	01	18	20
H	Rr	6	0.000	2024	01	18	19
H	Rr	8	0.000	2024	01	18	18
H	Rr	16	0.001	2024	01	18	17
H	Rr	70	0.004	2024	01	18	16
H	Rr	2	0.000	2024	01	18	15
H	Rr	78	0.005	2024	01	18	14
H	Rr	8	0.000	2024	01	18	13
H	Rr	2	0.000	2024	01	18	12
H	Rr	56	0.003	2024	01	18	11
H	Rr	20	0.001	2024	01	18	10
H	Rr	114	0.007	2024	01	18	09
H	Rr	18	0.001	2024	01	18	08
H	Rr	30	0.002	2024	01	18	07
H	Rr	8	0.000	2024	01	18	06
H	Rr	9	0.001	2024	01	18	05
H	Rr	3	0.000	2024	01	18	04
H	Rr	12	0.001	2024	01	18	03
H	Rr	15	0.001	2024	01	18	02
H	Rr	0	0.000	2024	01	18	01
H	Rr	6	0.000	2024	01	18	00
H	Rr	12	0.001	2024	01	17	23
H	Rr	114	0.007	2024	01	17	22
H	Rr	27	0.002	2024	01	17	21
H	Rr	18	0.001	2024	01	17	20
H	Rr	27	0.002	2024	01	17	19
H	Rr	24	0.001	2024	01	17	18
H	Rr	36	0.002	2024	01	17	17
H	Rr	30	0.002	2024	01	17	16
H	Rr	102	0.006	2024	01	17	15
H	Rr	18	0.001	2024	01	17	14
H	Rr	6	0.000	2024	01	17	13
H	Rr	18	0.001	2024	01	17	12
H	Rr	30	0.002	2024	01	17	11
H	Rr	45	0.003	2024	01	17	10
H	Rr	6	0.000	2024	01	17	09
H	Rr	12	0.001	2024	01	17	08
H	Rr	111	0.007	2024	01	17	07
H	Rr	15	0.001	2024	01	17	06
H	*BT	R	1302	2023	11	30	17
h	Rr	63411	3.869	00
h	Rr	60513	3.692	01
h	Rr	62655	3.823	02
h	Rr	63948	3.902	03
h	Rr	62117	3.790	04
h	Rr	60183	3.672	05
h	Rr	56356	3.438	06
h	Rr	57210	3.491	07
h	Rr	53492	3.264	08
h	Rr	50093	3.056	09
h	Rr	54944	3.352	10
h	Rr	57781	3.525	11
h	Rr	56947	3.475	12
h	Rr	62262	3.799	13
h	Rr	76087	4.642	14
h	Rr	81100	4.948	15
h	Rr	88541	5.402	16
h	Rr	91363	5.574	17
h	Rr	89485	5.460	18
h	Rr	88336	5.390	19
h	Rr	84164	5.135	20
h	Rr	80248	4.896	21
h	Rr	69577	4.245	22
h	Rr	68169	4.159	23
4	Rr	3	0.000	2024	01	20	05	00
4	Rr	1	0.000	2024	01	20	04	45
4	Rr	4	0.000	2024	01	20	04	30
4	Rr	2	0.000	2024	01	20	04	15
4	Rr	2	0.000	2024	01	20	04	00
4	Rr	1	0.000	2024	01	20	03	45
4	Rr	1	0.000	2024	01	20	03	30
4	Rr	0	0.000	2024	01	20	03	15
4	Rr	1	0.000	2024	01	20	03	00
4	Rr	0	0.000	2024	01	20	02	45
4	Rr	0	0.000	2024	01	20	02	30
4	Rr	4	0.000	2024	01	20	02	15
4	Rr	0	0.000	2024	01	20	02	00
4	Rr	4	0.000	2024	01	20	01	45
4	Rr	2	0.000	2024	01	20	01	30
4	Rr	1	0.000	2024	01	20	01	15
4	Rr	20	0.001	2024	01	20	01	00
4	Rr	0	0.000	2024	01	20	00	45
4	Rr	1	0.000	2024	01	20	00	30
4	Rr	1	0.000	2024	01	20	00	15
4	Rr	1	0.000	2024	01	20	00	00
4	Rr	0	0.000	2024	01	19	23	45
4	Rr	0	0.000	2024	01	19	23	30
4	Rr	2	0.000	2024	01	19	23	15
4	Rr	0	0.000	2024	01	19	23	00
4	Rr	0	0.000	2024	01	19	22	45
4	Rr	0	0.000	2024	01	19	22	30
4	Rr	33	0.002	2024	01	19	22	15
4	Rr	2	0.000	2024	01	19	22	00
4	Rr	0	0.000	2024	01	19	21	45
4	Rr	1	0.000	2024	01	19	21	30
4	Rr	5	0.000	2024	01	19	21	15
4	Rr	0	0.000	2024	01	19	21	00
4	Rr	3	0.000	2024	01	19	20	45
4	Rr	1	0.000	2024	01	19	20	30
4	Rr	0	0.000	2024	01	19	20	15
4	Rr	0	0.000	2024	01	19	20	00
4	Rr	1	0.000	2024	01	19	19	45
4	Rr	2	0.000	2024	01	19	19	30
4	Rr	34	0.002	2024	01	19	19	15
4	Rr	1	0.000	2024	01	19	19	00
4	Rr	1	0.000	2024	01	19	18	45
4	Rr	0	0.000	2024	01	19	18	30
4	Rr	1	0.000	2024	01	19	18	15
4	Rr	1	0.000	2024	01	19	18	00
4	Rr	3	0.000	2024	01	19	17	45
4	Rr	2	0.000	2024	01	19	17	30
4	Rr	2	0.000	2024	01	19	17	15
4	Rr	0	0.000	2024	01	19	17	00
4	Rr	0	0.000	2024	01	19	16	45
4	Rr	1	0.000	2024	01	19	16	30
4	Rr	1	0.000	2024	01	19	16	15
4	Rr	0	0.000	2024	01	19	16	00
4	Rr	2	0.000	2024	01	19	15	45
4	Rr	1	0.000	2024	01	19	15	30
4	Rr	1	0.000	2024	01	19	15	15
4	Rr	0	0.000	2024	01	19	15	00
4	Rr	3	0.000	2024	01	19	14	45
4	Rr	2	0.000	2024	01	19	14	30
4	Rr	2	0.000	2024	01	19	14	15
4	Rr	4	0.000	2024	01	19	14	00
4	Rr	0	0.000	2024	01	19	13	45
4	Rr	0	0.000	2024	01	19	13	30
4	Rr	0	0.000	2024	01	19	13	15
4	Rr	2	0.000	2024	01	19	13	00
4	Rr	0	0.000	2024	01	19	12	45
4	Rr	0	0.000	2024	01	19	12	30
4	Rr	4	0.000	2024	01	19	12	15
4	Rr	1	0.000	2024	01	19	12	00
4	Rr	3	0.000	2024	01	19	11	45
4	Rr	0	0.000	2024	01	19	11	30
4	Rr	1	0.000	2024	01	19	11	15
4	Rr	1	0.000	2024	01	19	11	00
4	Rr	1	0.000	2024	01	19	10	45
4	Rr	0	0.000	2024	01	19	10	30
4	Rr	0	0.000	2024	01	19	10	15
4	Rr	0	0.000	2024	01	19	10	00
4	Rr	1	0.000	2024	01	19	09	45
4	Rr	3	0.000	2024	01	19	09	30
4	Rr	1	0.000	2024	01	19	09	15
4	Rr	0	0.000	2024	01	19	09	00
4	Rr	1	0.000	2024	01	19	08	45
4	Rr	2	0.000	2024	01	19	08	30
4	Rr	2	0.000	2024	01	19	08	15
4	Rr	0	0.000	2024	01	19	08	00
4	Rr	6	0.000	2024	01	19	07	45
4	Rr	1	0.000	2024	01	19	07	30
4	Rr	0	0.000	2024	01	19	07	15
4	Rr	0	0.000	2024	01	19	07	00
4	Rr	34	0.002	2024	01	19	06	45
4	Rr	0	0.000	2024	01	19	06	30
4	Rr	2	0.000	2024	01	19	06	15
4	Rr	5	0.000	2024	01	19	06	00
4	Rr	2	0.000	2024	01	19	05	45
4	Rr	2	0.000	2024	01	19	05	30
4	Rr	0	0.000	2024	01	19	05	15
4	*BT	R	975	2023	05	08	18	00
6	Rr	15998	0.976	00	00
6	Rr	15094	0.921	00	15
6	Rr	16068	0.980	00	30
6	Rr	16251	0.992	00	45
6	Rr	14470	0.883	01	00
6	Rr	15488	0.945	01	15
6	Rr	14814	0.904	01	30
6	Rr	15741	0.960	01	45
6	Rr	13874	0.847	02	00
6	Rr	16420	1.002	02	15
6	Rr	16447	1.003	02	30
6	Rr	15914	0.971	02	45
6	Rr	15366	0.938	03	00
6	Rr	14821	0.904	03	15
6	Rr	15474	0.944	03	30
6	Rr	18287	1.116	03	45
6	Rr	15203	0.928	04	00
6	Rr	14825	0.905	04	15
6	Rr	15757	0.961	04	30
6	Rr	16332	0.996	04	45
6	Rr	15011	0.916	05	00
6	Rr	16205	0.989	05	15
6	Rr	14624	0.892	05	30
6	Rr	14343	0.875	05	45
6	Rr	15176	0.926	06	00
6	Rr	13824	0.843	06	15
6	Rr	14268	0.871	06	30
6	Rr	13088	0.799	06	45
6	Rr	14778	0.902	07	00
6	Rr	14581	0.890	07	15
6	Rr	14165	0.864	07	30
6	Rr	13686	0.835	07	45
6	Rr	13324	0.813	08	00
6	Rr	13562	0.827	08	15
6	Rr	14097	0.860	08	30
6	Rr	12509	0.763	08	45
6	Rr	11726	0.715	09	00
6	Rr	12166	0.742	09	15
6	Rr	14294	0.872	09	30
6	Rr	11907	0.726	09	45
6	Rr	12553	0.766	10	00
6	Rr	13596	0.830	10	15
6	Rr	14594	0.890	10	30
6	Rr	14201	0.866	10	45
6	Rr	15879	0.969	11	00
6	Rr	14320	0.874	11	15
